,best_cost
0,0.05006370022666913
1,0.05006370022666913
2,0.03716294246822095
3,0.03716294246822095
4,0.03716294246822095
5,0.03716294246822095
6,0.03716294246822095
7,0.03716294246822095
8,0.03716294246822095
9,0.03716294246822095
10,0.03716294246822095
11,0.03716294246822095
12,0.03716294246822095
13,0.03716294246822095
14,0.03716294246822095
15,0.03716294246822095
16,0.03716294246822095
17,0.03716294246822095
18,0.03716294246822095
19,0.03716294246822095
20,0.03716294246822095
21,0.03716294246822095
22,0.03716294246822095
23,0.03716294246822095
24,0.03716294246822095
25,0.03716294246822095
26,0.03716294246822095
27,0.03716294246822095
28,0.03716294246822095
29,0.03716294246822095
30,0.03716294246822095
31,0.03716294246822095
32,0.03716294246822095
33,0.03716294246822095
34,0.03716294246822095
35,0.03716294246822095
36,0.03716294246822095
37,0.03716294246822095
38,0.03716294246822095
39,0.03716294246822095
40,0.03716294246822095
41,0.03716294246822095
42,0.03385712650866245
43,0.03385712650866245
44,0.03385712650866245
45,0.03385712650866245
46,0.03385712650866245
47,0.03385712650866245
48,0.03385712650866245
49,0.03385712650866245
50,0.03385712650866245
51,0.03385712650866245
52,0.03385712650866245
53,0.03385712650866245
54,0.03385712650866245
55,0.03385712650866245
56,0.03385712650866245
57,0.03385712650866245
58,0.03385712650866245
59,0.03385712650866245
60,0.03385712650866245
61,0.03385712650866245
62,0.03385712650866245
63,0.03385712650866245
64,0.03385712650866245
65,0.03385712650866245
66,0.03385712650866245
67,0.03385712650866245
68,0.03385712650866245
69,0.03385712650866245
70,0.03385712650866245
71,0.03385712650866245
72,0.03385712650866245
73,0.03385712650866245
74,0.03385712650866245
75,0.03385712650866245
76,0.03385712650866245
77,0.03385712650866245
78,0.03385712650866245
79,0.03385712650866245
80,0.03385712650866245
81,0.03385712650866245
82,0.03385712650866245
83,0.03385712650866245
84,0.03385712650866245
85,0.03385712650866245
86,0.03385712650866245
87,0.03385712650866245
88,0.03385712650866245
89,0.03385712650866245
90,0.03385712650866245
91,0.03385712650866245
92,0.03385712650866245
93,0.03385712650866245
94,0.03385712650866245
95,0.03385712650866245
96,0.03385712650866245
97,0.03385712650866245
98,0.03385712650866245
99,0.03385712650866245
