,best_cost
0,0.16100630863430848
1,0.16100630863430848
2,0.160592632583135
3,0.1601295202324649
4,0.1601295202324649
5,0.1601295202324649
6,0.13633951736887348
7,0.13633951736887348
8,0.13633951736887348
9,0.13633951736887348
10,0.13391798991009274
11,0.12838819193791284
12,0.12838819193791284
13,0.12838819193791284
14,0.12838819193791284
15,0.12838819193791284
16,0.12838819193791284
17,0.12838819193791284
18,0.12838819193791284
19,0.12838819193791284
20,0.12838819193791284
21,0.12838819193791284
22,0.12838819193791284
23,0.12838819193791284
24,0.12838819193791284
25,0.12838819193791284
26,0.12838819193791284
27,0.12838819193791284
28,0.12838819193791284
29,0.12838819193791284
30,0.12838819193791284
31,0.12838819193791284
32,0.12838819193791284
33,0.12838819193791284
34,0.12838819193791284
35,0.12838819193791284
36,0.12838819193791284
37,0.12838819193791284
38,0.12838819193791284
39,0.12838819193791284
40,0.12617698661103516
41,0.12617698661103516
42,0.12617698661103516
43,0.12617698661103516
44,0.12617698661103516
45,0.12617698661103516
46,0.12617698661103516
47,0.12617698661103516
48,0.12617698661103516
49,0.12617698661103516
50,0.12617698661103516
51,0.12617698661103516
52,0.12617698661103516
53,0.12617698661103516
54,0.1209356740808074
55,0.11364432952538857
56,0.10721137390837185
57,0.10111543189685793
58,0.10111543189685793
59,0.10111543189685793
60,0.10055863684336391
61,0.10055863684336391
62,0.0996312626542256
63,0.09558098787994126
64,0.09558098787994126
65,0.09558098787994126
66,0.09558098787994126
67,0.09558098787994126
68,0.09553360692858644
69,0.09083608400206114
70,0.08830551739538631
71,0.08830551739538631
72,0.08830551739538631
73,0.08830551739538631
74,0.08830551739538631
75,0.08830551739538631
76,0.08830551739538631
77,0.08830551739538631
78,0.08830551739538631
79,0.08830551739538631
80,0.08830551739538631
81,0.08568807465140289
82,0.08568807465140289
83,0.08568807465140289
84,0.08439851396701938
85,0.08439851396701938
86,0.08439851396701938
87,0.08439851396701938
88,0.08439851396701938
89,0.08439851396701938
90,0.08439851396701938
91,0.08439851396701938
92,0.08439851396701938
93,0.08439851396701938
94,0.08439851396701938
95,0.08439851396701938
96,0.08439851396701938
97,0.08439851396701938
98,0.08439851396701938
99,0.0834191239273873
