,best_cost
0,0.13724707476232453
1,0.13614672987473292
2,0.1334224490801492
3,0.1315196128445903
4,0.1315196128445903
5,0.1315196128445903
6,0.1315196128445903
7,0.1315196128445903
8,0.1315196128445903
9,0.1315196128445903
10,0.1315196128445903
11,0.1315196128445903
12,0.1315196128445903
13,0.1315196128445903
14,0.1315196128445903
15,0.1315196128445903
16,0.1315196128445903
17,0.1315196128445903
18,0.1315196128445903
19,0.1315196128445903
20,0.1315196128445903
21,0.1315196128445903
22,0.1315196128445903
23,0.1315196128445903
24,0.1315196128445903
25,0.1315196128445903
26,0.1315196128445903
27,0.1315196128445903
28,0.1315196128445903
29,0.1315196128445903
30,0.1315196128445903
31,0.1315196128445903
32,0.1315196128445903
33,0.1315196128445903
34,0.1315196128445903
35,0.1315196128445903
36,0.1315196128445903
37,0.1315196128445903
38,0.1315196128445903
39,0.1315196128445903
40,0.1315196128445903
41,0.1315196128445903
42,0.1315196128445903
43,0.1315196128445903
44,0.1315196128445903
45,0.1315196128445903
46,0.1315196128445903
47,0.1315196128445903
48,0.1315196128445903
49,0.1315196128445903
50,0.1315196128445903
51,0.1315196128445903
52,0.1315196128445903
53,0.1315196128445903
54,0.1315196128445903
55,0.1315196128445903
56,0.1307625445111448
57,0.1307625445111448
58,0.1307625445111448
59,0.1307625445111448
60,0.1307625445111448
61,0.1307625445111448
62,0.1307625445111448
63,0.1307625445111448
64,0.1307625445111448
65,0.1307625445111448
66,0.1307625445111448
67,0.1307625445111448
68,0.1307625445111448
69,0.1307625445111448
70,0.1307625445111448
71,0.1307625445111448
72,0.1307625445111448
73,0.1307625445111448
74,0.1307625445111448
75,0.1307625445111448
76,0.1307625445111448
77,0.1307625445111448
78,0.1307625445111448
79,0.1307625445111448
80,0.1307625445111448
81,0.1307625445111448
82,0.1307625445111448
83,0.1307625445111448
84,0.1307625445111448
85,0.1307625445111448
86,0.1307625445111448
87,0.1307625445111448
88,0.1307625445111448
89,0.1307625445111448
90,0.1307625445111448
91,0.1307625445111448
92,0.1307625445111448
93,0.1307625445111448
94,0.1307625445111448
95,0.1307625445111448
96,0.1307625445111448
97,0.1307625445111448
98,0.1307625445111448
99,0.1307625445111448
