,best_cost
0,0.16011919087639234
1,0.15878887234117142
2,0.15878887234117142
3,0.15824965457583737
4,0.15733807961839194
5,0.15733807961839194
6,0.15733807961839194
7,0.1543689976970072
8,0.1543689976970072
9,0.15318539123086194
10,0.15318539123086194
11,0.15318539123086194
12,0.1380935583077731
13,0.1380935583077731
14,0.1380935583077731
15,0.1380935583077731
16,0.1380935583077731
17,0.1380935583077731
18,0.1380935583077731
19,0.1380935583077731
20,0.1380935583077731
21,0.1380935583077731
22,0.13155416760459585
23,0.13155416760459585
24,0.13155416760459585
25,0.13155416760459585
26,0.13155416760459585
27,0.13155416760459585
28,0.13155416760459585
29,0.13155416760459585
30,0.13155416760459585
31,0.13155416760459585
32,0.13155416760459585
33,0.13155416760459585
34,0.13155416760459585
35,0.13155416760459585
36,0.13155416760459585
37,0.13155416760459585
38,0.13155416760459585
39,0.13155416760459585
40,0.13155416760459585
41,0.13155416760459585
42,0.13155416760459585
43,0.13155416760459585
44,0.13155416760459585
45,0.13155416760459585
46,0.13155416760459585
47,0.13155416760459585
48,0.13155416760459585
49,0.13155416760459585
50,0.13155416760459585
51,0.13155416760459585
52,0.13155416760459585
53,0.13155416760459585
54,0.13155416760459585
55,0.11316458985433618
56,0.11316458985433618
57,0.11316458985433618
58,0.11316458985433618
59,0.11316458985433618
60,0.11316458985433618
61,0.11316458985433618
62,0.11316458985433618
63,0.11316458985433618
64,0.11316458985433618
65,0.11316458985433618
66,0.11316458985433618
67,0.11316458985433618
68,0.11316458985433618
69,0.11316458985433618
70,0.11316458985433618
71,0.11316458985433618
72,0.11316458985433618
73,0.11316458985433618
74,0.11316458985433618
75,0.11316458985433618
76,0.11316458985433618
77,0.11316458985433618
78,0.11316458985433618
79,0.11316458985433618
80,0.11316458985433618
81,0.11316458985433618
82,0.11316458985433618
83,0.11316458985433618
84,0.11316458985433618
85,0.11316458985433618
86,0.11316458985433618
87,0.11316458985433618
88,0.11316458985433618
89,0.11316458985433618
90,0.11316458985433618
91,0.11139356856518517
92,0.11083900869581892
93,0.09774413566322598
94,0.09705766386971454
95,0.09705766386971454
96,0.09705766386971454
97,0.09705766386971454
98,0.09705766386971454
99,0.09705766386971454
