,best_cost
0,0.09738348065254945
1,0.09738348065254945
2,0.09738348065254945
3,0.09738348065254945
4,0.09738348065254945
5,0.09738348065254945
6,0.09738348065254945
7,0.09738348065254945
8,0.09738348065254945
9,0.09738348065254945
10,0.04255130857449412
11,0.04255130857449412
12,0.04255130857449412
13,0.04255130857449412
14,0.04255130857449412
15,0.04255130857449412
16,0.04255130857449412
17,0.04255130857449412
18,0.03284626314762366
19,0.03284626314762366
20,0.03284626314762366
21,0.03284626314762366
22,0.03284626314762366
23,0.03284626314762366
24,0.03284626314762366
25,0.03284626314762366
26,0.03284626314762366
27,0.03284626314762366
28,0.03284626314762366
29,0.03284626314762366
30,0.03284626314762366
31,0.03284626314762366
32,0.03284626314762366
33,0.03284626314762366
34,0.03284626314762366
35,0.03284626314762366
36,0.03284626314762366
37,0.03284626314762366
38,0.03284626314762366
39,0.03284626314762366
40,0.03284626314762366
41,0.03284626314762366
42,0.03284626314762366
43,0.03284626314762366
44,0.03284626314762366
45,0.03284626314762366
46,0.03284626314762366
47,0.03284626314762366
48,0.03284626314762366
49,0.03284626314762366
50,0.03284626314762366
51,0.03284626314762366
52,0.03284626314762366
53,0.03284626314762366
54,0.03284626314762366
55,0.03284626314762366
56,0.03284626314762366
57,0.021574054806727572
58,0.021574054806727572
59,0.021574054806727572
60,0.021574054806727572
61,0.021574054806727572
62,0.021574054806727572
63,0.021574054806727572
64,0.021574054806727572
65,0.021574054806727572
66,0.021574054806727572
67,0.021574054806727572
68,0.021574054806727572
69,0.021574054806727572
70,0.021574054806727572
71,0.021574054806727572
72,0.021574054806727572
73,0.021574054806727572
74,0.021574054806727572
75,0.021574054806727572
76,0.021574054806727572
77,0.021574054806727572
78,0.021574054806727572
79,0.021574054806727572
80,0.021574054806727572
81,0.021574054806727572
82,0.021574054806727572
83,0.021574054806727572
84,0.021574054806727572
85,0.021574054806727572
86,0.021574054806727572
87,0.021574054806727572
88,0.021574054806727572
89,0.021574054806727572
90,0.021574054806727572
91,0.021574054806727572
92,0.021574054806727572
93,0.021574054806727572
94,0.021574054806727572
95,0.021574054806727572
96,0.021574054806727572
97,0.012249417320256377
98,0.012249417320256377
99,0.012249417320256377
