,best_cost
0,0.06940518379249823
1,0.06940518379249823
2,0.06913645217493032
3,0.06913645217493032
4,0.06670032033654004
5,0.06363662685241064
6,0.06363662685241064
7,0.06363662685241064
8,0.06363662685241064
9,0.06363662685241064
10,0.06363662685241064
11,0.06363662685241064
12,0.06363662685241064
13,0.06363662685241064
14,0.06363662685241064
15,0.06363662685241064
16,0.06363662685241064
17,0.06363662685241064
18,0.06363662685241064
19,0.06363662685241064
20,0.06363662685241064
21,0.06363662685241064
22,0.06363662685241064
23,0.06363662685241064
24,0.06363662685241064
25,0.06363662685241064
26,0.06363662685241064
27,0.06363662685241064
28,0.06363662685241064
29,0.06363662685241064
30,0.06363662685241064
31,0.06363662685241064
32,0.06276271160119003
33,0.06276271160119003
34,0.06276271160119003
35,0.06276271160119003
36,0.06276271160119003
37,0.06276271160119003
38,0.06276271160119003
39,0.06276271160119003
40,0.06276271160119003
41,0.06276271160119003
42,0.06276271160119003
43,0.06276271160119003
44,0.05678023597863612
45,0.055240165367579676
46,0.0447214271342979
47,0.0447214271342979
48,0.042321363972577575
49,0.041579231058627736
50,0.041579231058627736
51,0.041579231058627736
52,0.04104522204883818
53,0.0384926133464131
54,0.0384926133464131
55,0.0384926133464131
56,0.0384926133464131
57,0.0384926133464131
58,0.0384926133464131
59,0.0376196741595285
60,0.0376196741595285
61,0.0376196741595285
62,0.0376196741595285
63,0.0376196741595285
64,0.0376196741595285
65,0.0376196741595285
66,0.0376196741595285
67,0.031119807394060398
68,0.02621116438863485
69,0.02621116438863485
70,0.02621116438863485
71,0.02621116438863485
72,0.02621116438863485
73,0.02621116438863485
74,0.02621116438863485
75,0.02621116438863485
76,0.02595005970733752
77,0.02595005970733752
78,0.02595005970733752
79,0.02595005970733752
80,0.02595005970733752
81,0.02048203309320287
82,0.02048203309320287
83,0.02048203309320287
84,0.02048203309320287
85,0.02048203309320287
86,0.02048203309320287
87,0.02048203309320287
88,0.02048203309320287
89,0.02048203309320287
90,0.02048203309320287
91,0.02048203309320287
92,0.02048203309320287
93,0.02048203309320287
94,0.02048203309320287
95,0.02048203309320287
96,0.02048203309320287
97,0.02048203309320287
98,0.02048203309320287
99,0.02048203309320287
