,best_cost
0,0.07868234255808547
1,0.07762674624432689
2,0.07762674624432689
3,0.07762674624432689
4,0.07711697595574638
5,0.07707370438641213
6,0.07707370438641213
7,0.07707370438641213
8,0.07707370438641213
9,0.07707370438641213
10,0.07707370438641213
11,0.07707370438641213
12,0.07707370438641213
13,0.07707370438641213
14,0.07673506088635386
15,0.07673506088635386
16,0.07673506088635386
17,0.07673506088635386
18,0.07673506088635386
19,0.07673506088635386
20,0.07673506088635386
21,0.07673506088635386
22,0.07673506088635386
23,0.0762963432961442
24,0.0762963432961442
25,0.0762963432961442
26,0.0762963432961442
27,0.07614527827398784
28,0.07614527827398784
29,0.07614527827398784
30,0.07614527827398784
31,0.07614527827398784
32,0.07614527827398784
33,0.07614527827398784
34,0.07614527827398784
35,0.07614527827398784
36,0.07614527827398784
37,0.07614527827398784
38,0.07614527827398784
39,0.07614527827398784
40,0.07614527827398784
41,0.07614527827398784
42,0.07614527827398784
43,0.07614527827398784
44,0.07614527827398784
45,0.07614527827398784
46,0.07614527827398784
47,0.07614527827398784
48,0.07614527827398784
49,0.07614527827398784
50,0.06753930738151899
51,0.06753930738151899
52,0.06753930738151899
53,0.06753930738151899
54,0.06753930738151899
55,0.06753930738151899
56,0.06753930738151899
57,0.06753930738151899
58,0.06753930738151899
59,0.06753930738151899
60,0.06753930738151899
61,0.06753930738151899
62,0.06753930738151899
63,0.06753930738151899
64,0.06753930738151899
65,0.06753930738151899
66,0.06753930738151899
67,0.06753930738151899
68,0.06753930738151899
69,0.06753930738151899
70,0.06753930738151899
71,0.06753930738151899
72,0.06753930738151899
73,0.06753930738151899
74,0.06753930738151899
75,0.06753930738151899
76,0.06753930738151899
77,0.06753930738151899
78,0.06753930738151899
79,0.06753930738151899
80,0.06753930738151899
81,0.06753930738151899
82,0.06753930738151899
83,0.06753930738151899
84,0.06753930738151899
85,0.06753930738151899
86,0.06753930738151899
87,0.06753930738151899
88,0.06753930738151899
89,0.06753930738151899
90,0.06753930738151899
91,0.06753930738151899
92,0.06753930738151899
93,0.06753930738151899
94,0.06753930738151899
95,0.06753930738151899
96,0.06753930738151899
97,0.06753930738151899
98,0.06753930738151899
99,0.06753930738151899
