,best_cost
0,0.17818093790395217
1,0.17818093790395217
2,0.17773442969952213
3,0.17773442969952213
4,0.17773442969952213
5,0.17773442969952213
6,0.17773442969952213
7,0.17773442969952213
8,0.17773442969952213
9,0.1770926345249756
10,0.17547925487407032
11,0.17547925487407032
12,0.17547925487407032
13,0.17547925487407032
14,0.17547925487407032
15,0.17547925487407032
16,0.17547925487407032
17,0.17547925487407032
18,0.17547925487407032
19,0.17547925487407032
20,0.17547925487407032
21,0.17547925487407032
22,0.17547925487407032
23,0.17547925487407032
24,0.17547925487407032
25,0.17547925487407032
26,0.17547925487407032
27,0.17547925487407032
28,0.17547925487407032
29,0.17547925487407032
30,0.17448613901311397
31,0.17258858038911926
32,0.17258858038911926
33,0.17258858038911926
34,0.17258858038911926
35,0.17247656626918875
36,0.17190268673819117
37,0.1718277439249095
38,0.1714655208894216
39,0.17112483416900354
40,0.17112483416900354
41,0.17112483416900354
42,0.17112483416900354
43,0.17112483416900354
44,0.17112483416900354
45,0.17112483416900354
46,0.17112483416900354
47,0.17112483416900354
48,0.17112483416900354
49,0.17112483416900354
50,0.17112483416900354
51,0.17112483416900354
52,0.17112483416900354
53,0.17112483416900354
54,0.17112483416900354
55,0.17112483416900354
56,0.17112483416900354
57,0.17112483416900354
58,0.17112483416900354
59,0.17112483416900354
60,0.17112483416900354
61,0.17112483416900354
62,0.17112483416900354
63,0.17112483416900354
64,0.17112483416900354
65,0.17112483416900354
66,0.17112483416900354
67,0.17112483416900354
68,0.17112483416900354
69,0.17112483416900354
70,0.17112483416900354
71,0.17112483416900354
72,0.17112483416900354
73,0.17112483416900354
74,0.17112483416900354
75,0.17112483416900354
76,0.17112483416900354
77,0.17112483416900354
78,0.17112483416900354
79,0.17112483416900354
80,0.17112483416900354
81,0.17112483416900354
82,0.17112483416900354
83,0.17112483416900354
84,0.17112483416900354
85,0.17112483416900354
86,0.17112483416900354
87,0.17112483416900354
88,0.17112483416900354
89,0.17112483416900354
90,0.17112483416900354
91,0.17112483416900354
92,0.17112483416900354
93,0.17112483416900354
94,0.17112483416900354
95,0.17112483416900354
96,0.17112483416900354
97,0.17112483416900354
98,0.17112483416900354
99,0.17112483416900354
