,best_cost
0,0.301606962181
1,0.295402998025
2,0.288016088591
3,0.288016088591
4,0.27685943799
5,0.27685943799
6,0.27685943799
7,0.262648552979
8,0.262648552979
9,0.262648552979
10,0.262648552979
11,0.262648552979
12,0.262648552979
13,0.262648552979
14,0.262648552979
15,0.262648552979
16,0.262648552979
17,0.262648552979
18,0.262648552979
19,0.262648552979
20,0.262648552979
21,0.262648552979
22,0.262648552979
23,0.262648552979
24,0.262648552979
25,0.262648552979
26,0.262648552979
27,0.262648552979
28,0.262648552979
29,0.262648552979
30,0.262648552979
31,0.262648552979
32,0.262648552979
33,0.262648552979
34,0.262648552979
35,0.262648552979
36,0.262648552979
37,0.262648552979
38,0.262648552979
39,0.262648552979
40,0.262648552979
41,0.262648552979
42,0.262648552979
43,0.262648552979
44,0.262648552979
45,0.262648552979
46,0.262648552979
47,0.262648552979
48,0.262648552979
49,0.262648552979
50,0.262648552979
51,0.262648552979
52,0.262648552979
53,0.262648552979
54,0.262648552979
55,0.262648552979
56,0.262648552979
57,0.262648552979
58,0.262648552979
59,0.262648552979
60,0.262648552979
61,0.262648552979
62,0.262648552979
63,0.262648552979
64,0.262648552979
65,0.262648552979
66,0.262648552979
67,0.262648552979
68,0.262648552979
69,0.262648552979
70,0.262648552979
71,0.262648552979
72,0.262648552979
73,0.262648552979
74,0.262648552979
75,0.261708726845
76,0.261708726845
77,0.261708726845
78,0.261708726845
79,0.261708726845
80,0.261708726845
81,0.261708726845
82,0.261708726845
83,0.261708726845
84,0.261708726845
85,0.261708726845
86,0.256914912508
87,0.256914912508
88,0.256914912508
89,0.256914912508
90,0.256914912508
91,0.256914912508
92,0.256914912508
93,0.256914912508
94,0.256914912508
95,0.256914912508
96,0.256914912508
97,0.256914912508
98,0.256914912508
99,0.256914912508
