,best_cost
0,0.06626493159475463
1,0.06572099680065313
2,0.06571085051883133
3,0.06558701579211246
4,0.06558701579211246
5,0.06348428905570666
6,0.06348428905570666
7,0.06348428905570666
8,0.06348428905570666
9,0.06348428905570666
10,0.06348428905570666
11,0.06348428905570666
12,0.06348428905570666
13,0.06348428905570666
14,0.06348428905570666
15,0.06348428905570666
16,0.06348428905570666
17,0.06348428905570666
18,0.06348428905570666
19,0.06348428905570666
20,0.06348428905570666
21,0.06348428905570666
22,0.06348428905570666
23,0.06348428905570666
24,0.06348428905570666
25,0.06328440801002055
26,0.06328440801002055
27,0.06327803397763004
28,0.06262864110668544
29,0.06116963709469754
30,0.06116963709469754
31,0.06116963709469754
32,0.06116963709469754
33,0.06116963709469754
34,0.06116963709469754
35,0.06116963709469754
36,0.06116963709469754
37,0.06116963709469754
38,0.06116963709469754
39,0.06116963709469754
40,0.06116963709469754
41,0.05918363310429962
42,0.05392936125785857
43,0.05392936125785857
44,0.05145663304870999
45,0.05145663304870999
46,0.05145663304870999
47,0.05145663304870999
48,0.05145663304870999
49,0.05145663304870999
50,0.05145663304870999
51,0.05145663304870999
52,0.05145663304870999
53,0.05145663304870999
54,0.05145663304870999
55,0.05145663304870999
56,0.05145663304870999
57,0.05145663304870999
58,0.05145663304870999
59,0.05145663304870999
60,0.05145663304870999
61,0.05145663304870999
62,0.05145663304870999
63,0.05145663304870999
64,0.05145663304870999
65,0.05145663304870999
66,0.05145663304870999
67,0.05145663304870999
68,0.05145663304870999
69,0.05145663304870999
70,0.05145663304870999
71,0.05145663304870999
72,0.05145663304870999
73,0.05145663304870999
74,0.05145663304870999
75,0.05145663304870999
76,0.05145663304870999
77,0.05145663304870999
78,0.05145663304870999
79,0.05145663304870999
80,0.05145663304870999
81,0.05145663304870999
82,0.05145663304870999
83,0.05145663304870999
84,0.05145663304870999
85,0.05145663304870999
86,0.05145663304870999
87,0.05145663304870999
88,0.05145663304870999
89,0.05145663304870999
90,0.05145663304870999
91,0.05145663304870999
92,0.05145663304870999
93,0.05145663304870999
94,0.05145663304870999
95,0.05145663304870999
96,0.05145663304870999
97,0.05145663304870999
98,0.05145663304870999
99,0.05145663304870999
