,best_cost
0,0.15763128874179327
1,0.15763128874179327
2,0.15763128874179327
3,0.15763128874179327
4,0.15557662950313855
5,0.15557662950313855
6,0.15557662950313855
7,0.15557662950313855
8,0.15557662950313855
9,0.15557662950313855
10,0.15508428877684322
11,0.15508428877684322
12,0.15508428877684322
13,0.15508428877684322
14,0.15508428877684322
15,0.15508428877684322
16,0.15508428877684322
17,0.15508428877684322
18,0.15508428877684322
19,0.15508428877684322
20,0.15508428877684322
21,0.15508428877684322
22,0.15508428877684322
23,0.15508428877684322
24,0.15508428877684322
25,0.15508428877684322
26,0.15508428877684322
27,0.15508428877684322
28,0.15508428877684322
29,0.15508428877684322
30,0.15508428877684322
31,0.15508428877684322
32,0.15508428877684322
33,0.15508428877684322
34,0.15508428877684322
35,0.15508428877684322
36,0.15508428877684322
37,0.15508428877684322
38,0.15508428877684322
39,0.15508428877684322
40,0.15508428877684322
41,0.15508428877684322
42,0.15508428877684322
43,0.15508428877684322
44,0.1550304285822245
45,0.1550304285822245
46,0.1550304285822245
47,0.1550304285822245
48,0.14435851738638
49,0.13959763191032223
50,0.13959763191032223
51,0.13959763191032223
52,0.13959763191032223
53,0.13959763191032223
54,0.13959763191032223
55,0.13959763191032223
56,0.13959763191032223
57,0.13959763191032223
58,0.13959763191032223
59,0.13959763191032223
60,0.13959763191032223
61,0.13959763191032223
62,0.1393096456473791
63,0.12176185397832366
64,0.12176185397832366
65,0.12176185397832366
66,0.12176185397832366
67,0.12176185397832366
68,0.12176185397832366
69,0.12176185397832366
70,0.12176185397832366
71,0.12176185397832366
72,0.12176185397832366
73,0.12176185397832366
74,0.12176185397832366
75,0.12176185397832366
76,0.12176185397832366
77,0.12176185397832366
78,0.12176185397832366
79,0.12176185397832366
80,0.12176185397832366
81,0.12176185397832366
82,0.12176185397832366
83,0.12176185397832366
84,0.12176185397832366
85,0.12176185397832366
86,0.12176185397832366
87,0.12176185397832366
88,0.12176185397832366
89,0.12176185397832366
90,0.12176185397832366
91,0.12176185397832366
92,0.12176185397832366
93,0.12176185397832366
94,0.12176185397832366
95,0.12176185397832366
96,0.12176185397832366
97,0.12176185397832366
98,0.12176185397832366
99,0.12176185397832366
