,best_cost
0,0.1331512588102813
1,0.1331512588102813
2,0.1331512588102813
3,0.1331512588102813
4,0.1331512588102813
5,0.1331512588102813
6,0.1331512588102813
7,0.1331512588102813
8,0.1331512588102813
9,0.1331512588102813
10,0.1331512588102813
11,0.1331512588102813
12,0.1331512588102813
13,0.12148579053679888
14,0.11170712265640116
15,0.09082511409980809
16,0.08746157980718001
17,0.08585909942106429
18,0.08585909942106429
19,0.0847188698092859
20,0.0847188698092859
21,0.0847188698092859
22,0.0847188698092859
23,0.0847188698092859
24,0.08185476496657662
25,0.07977025182308912
26,0.07940764203576724
27,0.07940764203576724
28,0.07939077427245964
29,0.07939077427245964
30,0.07939077427245964
31,0.07689845166898318
32,0.07500598906651547
33,0.07500598906651547
34,0.07500598906651547
35,0.07500598906651547
36,0.07500598906651547
37,0.07500598906651547
38,0.07500598906651547
39,0.07500598906651547
40,0.07500598906651547
41,0.07500598906651547
42,0.07500598906651547
43,0.07500598906651547
44,0.07500598906651547
45,0.07500598906651547
46,0.07500598906651547
47,0.07500598906651547
48,0.07500598906651547
49,0.07500598906651547
50,0.07500598906651547
51,0.07500598906651547
52,0.07500598906651547
53,0.07500598906651547
54,0.07500598906651547
55,0.07500598906651547
56,0.07500598906651547
57,0.07500598906651547
58,0.07500598906651547
59,0.07500598906651547
60,0.07500598906651547
61,0.07500598906651547
62,0.07500598906651547
63,0.07500598906651547
64,0.07500598906651547
65,0.07500598906651547
66,0.07500598906651547
67,0.07500598906651547
68,0.07500598906651547
69,0.07500598906651547
70,0.07500598906651547
71,0.07500598906651547
72,0.07500598906651547
73,0.07500598906651547
74,0.07500598906651547
75,0.07500598906651547
76,0.07500598906651547
77,0.07500598906651547
78,0.07500598906651547
79,0.07500598906651547
80,0.06992436819812217
81,0.06992436819812217
82,0.06992436819812217
83,0.06992436819812217
84,0.06992436819812217
85,0.06992436819812217
86,0.06992436819812217
87,0.06992436819812217
88,0.06992436819812217
89,0.06992436819812217
90,0.06992436819812217
91,0.06992436819812217
92,0.06992436819812217
93,0.06992436819812217
94,0.06992436819812217
95,0.06992436819812217
96,0.06992436819812217
97,0.06992436819812217
98,0.06992436819812217
99,0.06992436819812217
