,best_cost
0,0.22805265831749105
1,0.14936336934576902
2,0.14936336934576902
3,0.14936336934576902
4,0.14936336934576902
5,0.14936336934576902
6,0.14936336934576902
7,0.14936336934576902
8,0.14936336934576902
9,0.14936336934576902
10,0.14936336934576902
11,0.14936336934576902
12,0.14936336934576902
13,0.14936336934576902
14,0.14936336934576902
15,0.14936336934576902
16,0.14936336934576902
17,0.14936336934576902
18,0.14936336934576902
19,0.14936336934576902
20,0.14936336934576902
21,0.14936336934576902
22,0.14936336934576902
23,0.14936336934576902
24,0.14936336934576902
25,0.14936336934576902
26,0.14936336934576902
27,0.14936336934576902
28,0.14936336934576902
29,0.14936336934576902
30,0.14936336934576902
31,0.14936336934576902
32,0.14936336934576902
33,0.14936336934576902
34,0.14936336934576902
35,0.14936336934576902
36,0.14936336934576902
37,0.14936336934576902
38,0.14936336934576902
39,0.14936336934576902
40,0.14936336934576902
41,0.14936336934576902
42,0.14936336934576902
43,0.14936336934576902
44,0.14936336934576902
45,0.14936336934576902
46,0.14936336934576902
47,0.14936336934576902
48,0.14936336934576902
49,0.14936336934576902
50,0.14936336934576902
51,0.14936336934576902
52,0.14936336934576902
53,0.14936336934576902
54,0.14936336934576902
55,0.14936336934576902
56,0.14936336934576902
57,0.14936336934576902
58,0.14936336934576902
59,0.14936336934576902
60,0.14936336934576902
61,0.14936336934576902
62,0.14936336934576902
63,0.14936336934576902
64,0.14936336934576902
65,0.13448215424785925
66,0.13448215424785925
67,0.13448215424785925
68,0.13448215424785925
69,0.13448215424785925
70,0.13448215424785925
71,0.13448215424785925
72,0.13448215424785925
73,0.13448215424785925
74,0.13448215424785925
75,0.13448215424785925
76,0.13448215424785925
77,0.13448215424785925
78,0.13448215424785925
79,0.13448215424785925
80,0.13448215424785925
81,0.13448215424785925
82,0.13448215424785925
83,0.13448215424785925
84,0.13448215424785925
85,0.13448215424785925
86,0.13448215424785925
87,0.13448215424785925
88,0.13448215424785925
89,0.13448215424785925
90,0.13448215424785925
91,0.13448215424785925
92,0.13448215424785925
93,0.13448215424785925
94,0.13448215424785925
95,0.13448215424785925
96,0.13448215424785925
97,0.07359285033898467
98,0.07359285033898467
99,0.05981716178926594
